r2,rmse,mae,n,label
-23.41342259021348,157.68836879585427,156.25084974750396,1860,Random Forest
-21.900575637817383,152.72443142184227,151.1772003173828,1860,XGBoost
-20.578731091352353,148.2512206147306,144.7827667211733,1860,IDW/KNN
0.6119730472564697,19.879995042274516,15.827526092529297,1860,JointPINN (Learned K)
